order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,region,sales_channel,status
ORD013648,CUST00396,P0133,18-Jul-2022,1,40.09,25.0,South,In-Store,Completed
ORD001916,CUST00753,P0084,2025-09-10,3,208.6,5.0,North,Online,Shipped
ORD015034,CUST01157,P0163,18-Nov-2025,2,161.16,15.0,NORTH,Online,Pending
ORD004410,CUST01157,P0103,17/07/2022,1,277.26,10.0,North,In-Store,Cancelled
ORD005480,CUST00083,P0084,16/04/2026,1,165.91,0.0,NORTH,Mobile App,Completed
ORD010548,CUST00596,P0108,20/09/2025,2,189.08,0.0,North,Mobile App,Completed
ORD002740,CUST00570,P0048,2026-02-17,4,208.92,5.0,West,MARKETPLACE,Pending
ORD008910,CUST00869,P0107,31-Dec-2022,1,107.92,0.0, North ,Marketplace,Pending
ORD011104,CUST00950,P0140,21-Aug-2024,1,36.48,0.0,Central,Mobile App,Pending
ORD002476,CUST00198,P0086,07/02/2025,1,111.38,5.0, Central ,Online,Completed
ORD012425,CUST01114,P0184,02/12/2024,1,191.81,10.0, North ,Mobile App,Completed
ORD006861,CUST00904,P0092,21/07/2025,1,139.01,5.0,West,Mobile App,Completed
ORD013829,CUST00575,P0010,05-Mar-2024,1,59.76,5.0,North,In-Store,Completed
ORD003292,CUST00135,P0067,04/11/2023,2,185.96,5.0,central,Online,Returned
ORD001116,CUST01084,P0004,27/02/2024,1,33.62,0.0,North,Mobile App,Returned
ORD015787,CUST00555,P0077,2025-08-29,1,129.19,10.0,south,Mobile App,Completed
ORD010183,CUST00994,P0079,06-Sep-2025,2,16.64,5.0,West,Mobile App,Shipped
ORD014021,CUST01034,P0074,07-Dec-2025,1,229.22,0.0,East,Marketplace,Cancelled
ORD008672,CUST00878,P0144,2026-06-11,1,80.51,0.0,South,Mobile App,Completed
ORD010996,CUST00281,P0040,06/12/2022,1,68.28,5.0,Central, Marketplace ,Completed
ORD015543,CUST00499,P0106,2025-07-10,3,280.49,25.0,NORTH,Marketplace,Completed
ORD011071,CUST00009,P0121,24/10/2024,1,144.12,0.0,east,Mobile App,Completed
ORD015229,CUST00937,P0070,22-Jan-2022,1,223.34,20.0,East,Online,Completed
ORD005624,CUST00532,P0137,2024-10-10,1,77.88,0.0,Central,In-Store,Completed
ORD006941,CUST00781,P0042,04/07/2023,1,39.16,5.0,Central,IN-STORE,Pending
ORD012363,CUST00961,P0010,2022-09-24,1,71.14,5.0,NORTH, Marketplace ,Completed
ORD016668,CUST00291,P0001,01/02/2024,2,62.53,5.0,Central,Mobile App,Completed
ORD011848,CUST00144,P0176,06/09/2024,4,218.19,0.0,Central,Online,Pending
ORD015904,CUST00786,P0106,04/06/2024,1,192.3,0.0,west,online,Completed
ORD000743,CUST01152,P0190,2022-10-07,1,151.33,20.0,South,mobile app,Pending
ORD011212,CUST00840,P0117,23-Apr-2022,10,95.54,0.0,South,IN-STORE,Completed
ORD003805,CUST00526,P0010,2025-02-04,1,67.08,15.0,East,marketplace,Pending
ORD002270,CUST00828,P0183,19-Apr-2023,1,332.4,10.0,Central,Mobile App,Completed
ORD014779,CUST00304,P0020,2025-10-20,1,235.09,0.0,West,Online,Returned
ORD018101,CUST00375,P0022,03/06/2022,1,288.05,5.0,EAST,Mobile App,Completed
ORD002596,CUST00271,P0057,28-Oct-2022,2,171.9,5.0,Central,In-Store,Completed
ORD006862,CUST00900,P0141,05/09/2023,1,199.35,0.0,North,In-Store,Completed
ORD009699,CUST00654,P0133,27/10/2025,1,43.5,5.0,Central,Marketplace,Completed
ORD014486,CUST00966,P0119,29-Aug-2023,3,167.51,0.0,south,Online,Pending
ORD009619,CUST00654,P0017,28-Feb-2025,1,49.72,0.0,Central,Marketplace,Returned
ORD000938,CUST00577,P0011,29/09/2024,4,223.82,0.0,east,Online,Shipped
ORD008138,CUST00579,P0126,2025-08-09,1,142.41,0.0,South,Marketplace,Completed
ORD013197,CUST00658,P0168,31/01/2026,3,62.9,5.0,East,In-Store,Completed
ORD008179,CUST00889,P0045,2022-01-23,1,88.57,10.0,North,Marketplace,Pending
ORD003677,CUST00015,P0023,27-Apr-2024,3,130.69,0.0,South,In-Store,Completed
ORD012251,CUST00450,P0200,10-Nov-2024,2,252.04,15.0,South, In-Store ,Pending
ORD011546,CUST00097,P0120,2022-04-08,1,9.95,10.0,Central,In-Store,Pending
ORD018888,CUST00807,P0073,2024-11-18,1,16.51,20.0,West,MOBILE APP,Completed
ORD015571,CUST00430,P0044,2023-02-21,1,125.58,5.0,west,In-Store,Completed
ORD001757,CUST00519,P0093,2023-07-04,2,87.71,10.0,North,Marketplace,Completed
ORD004859,CUST00762,P0050,25-Jan-2024,2,210.09,15.0,West,Mobile App,Shipped
ORD019064,CUST00151,P0091,2025-08-20,1,76.15,5.0,North,Marketplace,Cancelled
ORD004876,CUST00389,P0012,30/04/2024,1,80.39,0.0,South,Online,Cancelled
ORD007437,CUST00363,P0115,19-Mar-2026,5,293.33,5.0,East,Mobile App,Shipped
ORD011561,CUST00515,P0055,2023-07-18,1,96.19,0.0,Central,In-Store,Completed
ORD019799,CUST00718,P0109,30/11/2022,1,352.87,5.0,North,Online,Returned
ORD017972,CUST00360,P0010,07/01/2025,1,97.45,0.0,South, Marketplace ,Completed
ORD015572,CUST00896,P0103,2026-06-06,2,184.18,0.0,SOUTH,Mobile App,Completed
ORD018798,CUST00057,P0031,20/06/2023,1,45.41,5.0,West,Marketplace,Completed
ORD015842,CUST01047,P0185,08-Mar-2026,2,148.11,5.0,South,in-store,Completed
ORD000519,CUST00443,P0152,21-Sep-2022,1,101.37,0.0,Central,Marketplace,Completed
ORD000452,CUST00986,P0021,07/01/2024,1,220.71,20.0,West,IN-STORE,Completed
ORD001918,CUST00400,P0031,22/05/2025,3,68.51,0.0,South,Online,Cancelled
ORD015220,CUST00683,P0099,2025-08-05,1,201.4,5.0,west,In-Store,Returned
ORD009295,CUST01029,P0003,2024-12-20,1,66.76,10.0,south,Online,Completed
ORD015895,CUST01028,P0001,05/10/2023,1,69.47,5.0,west,In-Store,Completed
ORD014137,CUST00182,P0118,14-Sep-2024,3,82.59,0.0,East,In-Store,Cancelled
ORD017566,CUST00546,P0032,2024-06-24,1,277.01,20.0,South,In-Store,Completed
ORD017831,CUST01117,P0153,06-Sep-2023,2,200.72,20.0,West,In-Store,Returned
ORD009052,CUST00965,P0156,2023-04-26,2,160.2,15.0,South, In-Store ,Cancelled
ORD005158,CUST00529,P0028,23/11/2022,1,330.17,10.0,West, Online ,Cancelled
ORD008659,CUST00459,P0170,26-Mar-2022,1,107.93,5.0,South,Mobile App,Completed
ORD015590,CUST00577,P0200,30-May-2022,1,234.53,0.0,South,In-Store,Completed
ORD012996,CUST00081,P0122,2022-11-10,1,96.74,0.0,West,Marketplace,Completed
ORD017366,CUST00477,P0078,2025-07-08,1,8.61,0.0,West,In-Store,Returned
ORD015532,CUST00425,P0020,30-Sep-2022,3,291.4,20.0, North ,Online,Pending
ORD004748,CUST00532,P0191,04-May-2024,2,24.86,0.0,EAST,Marketplace,Cancelled
ORD007816,CUST00483,P0150,24/06/2025,1,14.17,20.0,North,Online,Shipped
ORD011024,CUST00339,P0124,05/06/2023,1,66.56,15.0,NORTH,Marketplace,Completed
ORD012510,CUST01193,P0016,2025-09-19,1,33.02,0.0,East,Online,Completed
ORD006274,CUST00232,P0144,13-Jul-2025,2,148.62,5.0,North,Online,Cancelled
ORD003012,CUST00358,P0062,27/12/2025,2,36.94,5.0,West,Marketplace,Pending
ORD003655,CUST00652,P0134,2026-05-20,1,103.83,15.0,Central,Marketplace,Returned
ORD002715,CUST00566,P0134,06/01/2024,1,101.12,5.0,West,Mobile App,Completed
ORD017996,CUST00947,P0099,22-Jan-2022,4,211.21,0.0,WEST,Mobile App,Pending
ORD009116,CUST00468,P0109,08/01/2023,1,356.3,0.0,East,Marketplace,Completed
ORD005722,CUST01109,P0021,25-Feb-2025,1,232.93,15.0,North,Marketplace,Pending
ORD001091,CUST00897,P0093,12/12/2022,1,71.6,10.0,North,Online,Completed
ORD018394,CUST01035,P0196,16/05/2026,2,172.9,0.0,East,Marketplace,Cancelled
ORD013209,CUST00719,P0025,2025-10-25,1,18.05,15.0,South,Online,Completed
ORD018891,CUST00504,P0138,10/03/2022,2,284.22,15.0,EAST,MOBILE APP,Pending
ORD013562,CUST00894,P0189,19/09/2024,3,132.62,,Central,,Completed
ORD009433,CUST00014,P0177,2025-06-10,2,307.57,10.0,West,Mobile App,Completed
ORD011890,CUST00758,P0073,04-Aug-2022,1,,,,,
ORD018523,CUST00610,P0121,27/07/2024,3,173.09,0.0,EAST,Online,Pending
ORD004914,CUST00855,P0086,27/06/2023,1,136.28,0.0,North,Mobile App,Completed
ORD009097,CUST01197,P0176,31/01/2026,2,238.79,10.0,east,In-Store,Completed
ORD015004,CUST00909,P0193,03-Jan-2023,1,156.66,0.0,East,Online,Completed
ORD016199,CUST00274,P0117,13/08/2022,1,68.11,5.0,SOUTH,In-Store,Cancelled
ORD017603,CUST00691,P0043,26/08/2024,2,249.24,0.0,North,mobile app,Completed
ORD006889,CUST01076,P0071,14-Jan-2025,2,182.32,0.0,North,Online,Completed
ORD002128,CUST01103,P0193,18/01/2026,1,224.61,0.0,North,Mobile App,Completed
ORD005955,CUST00042,P0179,2023-03-18,3,30.42,5.0, Central ,Online,Completed
ORD002294,CUST01080,P0067,06/01/2023,3,156.58,0.0,South,MARKETPLACE,Cancelled
ORD009211,CUST00790,P0052,10/08/2022,2,109.61,15.0,North,In-Store,Completed
ORD018710,CUST00606,P0024,05/11/2022,2,325.12,20.0,Central,Mobile App,Completed
ORD019317,CUST00650,P0187,12/02/2024,1,95.43,0.0,West,In-Store,Completed
ORD001061,CUST01134,P0022,2024-10-30,4,228.22,20.0,West,In-Store,Completed
ORD001626,CUST00328,P0053,06/08/2024,1,108.88,10.0,North,In-Store,Cancelled
ORD011862,CUST00605,P0128,26-Jun-2024,3,11.15,15.0,north,Online,Completed
ORD013556,CUST00215,P0154,25/08/2022,2,21.98,25.0,West,IN-STORE,Completed
ORD008869,CUST00201,P0187,03-Jan-2024,1,108.35,0.0,Central,In-Store,Completed
ORD006820,CUST00518,P0053,2022-10-25,2,134.57,0.0, Central ,Marketplace,Completed
ORD002907,CUST00477,P0058,24/06/2025,2,111.47,10.0,South,Online,Cancelled
ORD019067,CUST00414,P0014,09/09/2025,1,287.58,15.0,Central,Mobile App,Pending
ORD018161,CUST00627,P0198,2025-08-15,1,35.17,0.0,North,marketplace,Completed
ORD001233,CUST00166,P0149,2024-11-08,3,199.54,15.0,west,IN-STORE,Completed
ORD008282,CUST00898,P0184,2023-06-09,1,337.84,0.0,Central,Online,Returned
ORD012020,CUST00150,P0189,26/12/2022,1,,,,,
ORD003700,CUST01148,P0034,2026-02-01,1,129.01,15.0, Central ,Marketplace,Shipped
ORD002588,CUST00431,P0119,24-Dec-2023,1,280.13,5.0,North,mobile app,Completed
ORD006321,CUST00304,P0071,2025-07-07,1,140.95,10.0,North,online,Pending
ORD008686,CUST00680,P0147,2022-06-15,1,184.2,10.0,north,In-Store,Pending
ORD004438,CUST01143,P0044,2026-02-24,1,110.65,0.0,NORTH,online,Cancelled
ORD019040,CUST01118,P0122,06/03/2024,2,95.37,5.0,East,Marketplace,Cancelled
ORD016630,CUST00802,P0145,2026-01-09,2,117.8,0.0, North ,Marketplace,Cancelled
ORD001516,CUST00687,P0087,08/07/2022,2,5.38,0.0,NORTH,Mobile App,Completed
ORD003589,CUST00559,P0100,03-Jan-2026,1,262.15,5.0,central,Mobile App,Completed
ORD004952,CUST00405,P0149,2025-06-21,1,267.71,0.0,Central,In-Store,Completed
ORD009565,CUST00815,P0018,10-May-2022,1,214.42,0.0,WEST,Mobile App,Completed
ORD019674,CUST00480,P0163,16/11/2025,4,110.6,15.0, East ,Online,Completed
ORD000640,CUST00532,P0048,09/07/2022,1,222.76,15.0,east,Mobile App,Completed
ORD004485,CUST00851,P0125,21/01/2026,1,149.12,10.0,West,Marketplace,Cancelled
ORD014413,CUST00439,P0084,09/09/2022,1,231.39,5.0,NORTH,In-Store,Cancelled
ORD010408,CUST00765,P0143,2026-01-31,3,187.46,5.0,North,in-store,Completed
ORD015056,CUST01082,P0083,13/11/2022,1,168.88,5.0,WEST,In-Store,Cancelled
ORD009882,CUST01182,P0007,21/09/2025,2,111.66,0.0,East,IN-STORE,Pending
ORD004355,CUST00730,P0187,01/11/2023,4,131.36,0.0,Central,In-Store,Completed
ORD019874,CUST00494,P0076,26/06/2025,4,312.33,20.0,Central,Online,Returned
ORD012082,CUST01067,P0105,11/01/2023,3,37.56,0.0,East,Online,Pending
ORD005728,CUST00301,P0169,21/09/2022,3,65.38,20.0,East,Mobile App,Returned
ORD016122,CUST00258,P0114,2023-09-23,2,46.7,15.0,Central,Marketplace,Completed
ORD016321,CUST00691,P0061,02/07/2023,1,28.13,25.0,Central,Online,Shipped
ORD012726,CUST00994,P0058,23/04/2022,2,84.67,0.0,South,In-Store,Completed
ORD013122,CUST00519,P0031,2025-06-23,1,45.47,10.0,South,Online,Pending
ORD003321,CUST00886,P0061,2022-01-19,1,20.49,0.0,West,Marketplace,Shipped
ORD015448,CUST00838,P0153,12-Jun-2026,2,194.99,0.0,west,Online,Completed
ORD019668,CUST00127,P0032,2023-06-20,1,228.94,10.0, East ,In-Store,Pending
ORD009167,CUST00928,P0169,2023-04-16,1,68.26,0.0,South,Marketplace,Cancelled
ORD011324,CUST00676,P0104,01-Jun-2026,1,110.9,5.0,South,In-Store,Shipped
ORD001409,CUST00075,P0116,15/03/2025,1,181.99,0.0,North,Mobile App,Pending
ORD019629,CUST00374,P0189,22-Mar-2024,3,93.88,15.0,South,Marketplace,Cancelled
ORD009374,CUST01132,P0079,2024-05-07,4,20.34,15.0,South,Mobile App,Returned
ORD002999,CUST00137,P0053,27/06/2025,1,147.62,0.0,South,Marketplace,Completed
ORD006974,CUST01144,P0186,2025-04-03,3,175.24,15.0,West,Marketplace,Shipped
ORD001596,CUST00990,P0046,05/12/2023,1,145.33,20.0,South,In-Store,Completed
ORD009596,CUST00422,P0045,2022-12-08,5,72.37,20.0,West,Online,Completed
ORD012621,CUST00929,P0115,03/02/2026,2,,,,,
ORD013260,CUST01187,P0121,20/03/2022,2,124.75,10.0,North,Mobile App,Completed
ORD003726,CUST01143,P0052,20-Jul-2025,2,64.87,5.0,CENTRAL,Online,Completed
ORD013363,CUST01157,P0017,09-Jun-2024,1,26.35,10.0,West,Mobile App,Completed
ORD013707,CUST00795,P0137,30-Mar-2022,1,144.91,,,,Completed
ORD012015,CUST01116,P0132,15/01/2024,1,28.24,0.0,south,Marketplace,Pending
ORD018032,CUST00489,P0109,04/02/2023,3,229.35,0.0,South,In-Store,Pending
ORD015134,CUST00201,P0169,20/02/2022,1,48.74,15.0,East,online,Shipped
ORD001961,CUST00904,P0021,24-Jul-2025,1,224.84,0.0,EAST,In-Store,Pending
ORD001190,CUST00156,P0049,2023-10-21,1,245.08,0.0,south,Marketplace,Pending
ORD019516,CUST00977,P0182,03-Mar-2024,1,117.72,5.0,South,Mobile App,Completed
ORD006900,CUST00951,P0131,2023-05-07,4,43.16,10.0,West,Marketplace,Shipped
ORD009240,CUST00743,P0099,08-Mar-2022,3,214.94,5.0,Central,Mobile App,Cancelled
ORD015460,CUST00252,P0172,2024-11-11,4,,,,,
ORD017994,CUST00006,P0039,2024-06-02,5,34.32,0.0,North,Online,Completed
ORD017054,CUST01100,P0171,11-Sep-2025,1,290.37,15.0,North,Online,Shipped
ORD013673,CUST00517,P0077,27/08/2022,1,155.97,0.0,Central,In-Store,Pending
ORD005683,CUST00373,P0197,01-Apr-2024,2,19.71,0.0,west,Mobile App,Shipped
ORD007798,CUST01124,P0085,2022-04-13,1,164.83,20.0,East,Mobile App,Completed
ORD011747,CUST00685,P0153,12/04/2025,1,164.7,15.0,South,Online,Shipped
ORD019527,CUST00960,P0009,25/03/2025,1,98.22,25.0,North,In-Store,Returned
ORD011857,CUST00838,P0065,2022-01-22,1,84.99,0.0,NORTH,Marketplace,Completed
ORD002655,CUST00838,P0123,2023-10-08,1,138.22,0.0,East,Mobile App,Cancelled
ORD006375,CUST00907,P0121,04-Jan-2022,1,190.61,0.0,west,Online,Completed
ORD019512,CUST00900,P0113,11-Jun-2026,2,147.34,0.0,South,MOBILE APP,Pending
ORD002860,CUST00182,P0063,2024-03-17,2,246.07,10.0,Central,Online,Completed
ORD008200,CUST00145,P0160,2026-02-25,3,52.27,0.0,South, Online ,Shipped
ORD007996,CUST00077,P0162,25-Apr-2025,1,251.36,5.0,Central,Marketplace,Completed
ORD002069,CUST00947,P0063,27-Jul-2024,3,202.38,0.0,East,In-Store,Completed
ORD001522,CUST00521,P0088,30-May-2024,5,270.15,0.0,Central,In-Store,Completed
ORD015498,CUST00545,P0112,14/10/2024,1,119.34,5.0,Central,In-Store,Pending
ORD009846,CUST00169,P0041,08-Jun-2026,1,68.36,0.0,Central,Online,Completed
ORD016495,CUST00560,P0143,2023-12-17,2,145.54,0.0,Central,online,Completed
ORD011375,CUST00316,P0010,2025-06-01,1,53.98,20.0,CENTRAL,Marketplace,Pending
ORD004501,CUST01196,P0071,17-Mar-2024,4,136.24,0.0,East,Mobile App,Completed
ORD017067,CUST00700,P0023,04-May-2025,4,183.85,0.0,East,Online,Completed
ORD013158,CUST00275,P0186,13/01/2026,1,161.8,10.0,East,Mobile App,Shipped
ORD006822,CUST00449,P0150,2023-03-21,1,18.0,5.0,Central,Online,Completed
ORD016740,CUST00082,P0017,2024-12-25,1,26.96,15.0,south,In-Store,Shipped
ORD013046,CUST00475,P0043,15-Mar-2024,3,245.28,5.0,West, Mobile App ,Pending
ORD007984,CUST00386,P0015,2023-08-23,1,32.5,5.0,East,In-Store,Shipped
ORD003930,CUST00111,P0032,2022-11-22,1,206.76,10.0,North,IN-STORE,Pending
ORD004720,CUST00139,P0062,2024-11-29,2,68.37,25.0,east,Marketplace,Completed
ORD000174,CUST00285,P0114,08-May-2025,1,31.39,15.0,EAST,In-Store,Cancelled
ORD002671,CUST01192,P0179,14/08/2023,1,37.11,,,,Completed
ORD018743,CUST00171,P0155,27-Feb-2024,1,212.92,20.0,west,Marketplace,Pending
ORD009597,CUST00649,P0008,11/06/2022,5,24.13,0.0,west,marketplace,Pending
ORD019327,CUST00646,P0015,2025-07-26,1,23.76,0.0,west,Marketplace,Completed
ORD011933,CUST00899,P0178,16-Mar-2025,2,287.82,0.0,West,Online,Completed
ORD003653,CUST00576,P0104,23/03/2024,2,70.3,20.0,Central,In-Store,Returned
ORD002647,CUST00133,P0065,12-Sep-2024,2,75.21,0.0,west,IN-STORE,Pending
ORD003723,CUST00457,P0062,2026-01-05,4,58.62,0.0,West,Mobile App,Cancelled
ORD015613,CUST01110,P0096,23-Jan-2023,1,151.88,0.0,South,Online,Pending
ORD009678,CUST00256,P0109,09-Oct-2023,2,307.03,0.0,North,Online,Returned
ORD010581,CUST00337,P0130,30/01/2024,4,97.53,10.0,North,Mobile App,Completed
ORD005634,CUST00549,P0054,31/01/2025,2,182.23,20.0,North,Mobile App,Completed
ORD006367,CUST00042,P0017,14/04/2024,2,38.04,0.0,NORTH,Marketplace,Completed
ORD018791,CUST00112,P0074,11-Sep-2024,1,255.12,0.0,East,Online,Pending
ORD017949,CUST00543,P0116,23/12/2023,1,160.43,0.0,South,Mobile App,Pending
ORD016419,CUST01009,P0064,25/01/2026,3,149.77,5.0,north,Marketplace,Shipped
ORD002507,CUST00656,P0178,15-Aug-2024,2,295.94,20.0,North,Mobile App,Cancelled
ORD011962,CUST01184,P0178,05-May-2025,1,286.94,20.0,North,Marketplace,Shipped
ORD012759,CUST00777,P0094,2024-11-27,1,59.19,20.0,South,Online,Shipped
ORD013933,CUST00761,P0169,17/11/2025,1,38.01,0.0,South,Mobile App,Completed
ORD017745,CUST00012,P0034,2025-02-09,1,143.37,0.0,Central,Online,Completed
ORD002349,CUST00831,P0044,07/09/2023,1,192.05,,South,,Completed
ORD012346,CUST00669,P0052,30-Aug-2022,1,97.15,10.0,North,IN-STORE,Completed
ORD015677,CUST00541,P0158,28-Feb-2024,3,26.38,20.0,South,online,Shipped
ORD019640,CUST01170,P0129,01-Apr-2025,1,144.13,,,,Cancelled
ORD006788,CUST00555,P0013,15-Oct-2022,1,186.89,5.0,South,mobile app,Completed
ORD014670,CUST00124,P0027,2022-08-15,2,79.68,0.0,WEST,Online,Cancelled
ORD003661,CUST00235,P0148,2026-05-20,1,231.17,20.0,South,Mobile App,Completed
ORD010455,CUST00521,P0050,28-Apr-2026,3,212.09,10.0,West,Online,Shipped
ORD013224,CUST00663,P0060,20-Aug-2023,1,76.71,10.0,North,Online,Completed
ORD001750,CUST01100,P0004,20-Apr-2025,1,46.06,0.0,West,Marketplace,Cancelled
ORD005204,CUST00897,P0142,09/10/2025,1,265.59,5.0,north,Mobile App,Completed
ORD003992,CUST00524,P0155,2024-04-28,5,265.12,0.0,South,Marketplace,Completed
ORD013464,CUST00428,P0047,2025-12-06,1,97.84,25.0,North,Marketplace,Cancelled
ORD008889,CUST00688,P0153,15-Jun-2023,1,335.61,10.0,EAST,Marketplace,Returned
ORD011653,CUST00717,P0038,2024-03-17,1,168.51,0.0,North,Marketplace,Completed
ORD000025,CUST00798,P0048,22/05/2026,1,194.92,5.0,EAST, Online ,Completed
ORD011488,CUST00872,P0005,17/03/2025,1,262.54,10.0, Central ,Marketplace,Pending
ORD000632,CUST01168,P0103,02/04/2023,3,226.04,15.0,West,online,Completed
ORD007000,CUST00414,P0109,01-Jun-2026,1,218.8,0.0,North,Mobile App,Completed
ORD015189,CUST00082,P0074,12/05/2022,3,312.43,,South,,Completed
ORD012453,CUST01091,P0048,29-Oct-2025,4,215.66,25.0,North,Mobile App,Returned
ORD009050,CUST00554,P0065,2024-02-08,3,83.64,0.0,Central,Mobile App,Returned
ORD016830,CUST00822,P0185,19/03/2026,1,208.33,20.0,East,Marketplace,Completed
ORD006833,CUST01115,P0187,27/07/2025,1,141.76,0.0,North,In-Store,Completed
ORD008274,CUST00466,P0192,20/04/2026,2,34.46,0.0,South,Marketplace,Pending
ORD011614,CUST00973,P0051,19-Sep-2025,1,110.53,20.0,west,Online,Completed
ORD010909,CUST00710,P0134,2026-01-16,2,65.98,15.0,West,Mobile App,Completed
ORD002285,CUST00279,P0003,12-Feb-2024,1,,,,,
ORD015343,CUST00164,P0067,2022-04-04,1,163.08,15.0,West,IN-STORE,Completed
ORD002169,CUST00485,P0101,28-Apr-2024,1,46.35,15.0,South,Online,Pending
ORD014587,CUST00358,P0063,03-Feb-2025,1,172.1,0.0,East,In-Store,Cancelled
ORD003162,CUST00469,P0197,2023-06-23,2,13.5,0.0,North,Mobile App,Pending
ORD010451,CUST00036,P0028,2023-02-06,1,236.27,10.0,North,Online,Completed
ORD010041,CUST00211,P0139,2023-05-01,2,321.63,5.0,East,In-Store,Completed
ORD010744,CUST00596,P0147,13-Apr-2024,2,181.38,0.0,north, Marketplace ,Cancelled
ORD013143,CUST00412,P0132,15/03/2023,2,52.03,0.0,Central,Marketplace,Cancelled
ORD005952,CUST00719,P0115,01/02/2023,1,253.04,5.0,central,online,Completed
ORD001024,CUST00391,P0193,01/11/2025,2,269.37,0.0,East,marketplace,Completed
ORD019325,CUST00143,P0160,09/12/2022,1,40.65,,,,Returned
ORD011188,CUST01081,P0190,2024-11-21,2,82.92,15.0,South,Mobile App,Cancelled
ORD005600,CUST01047,P0022,24-May-2023,2,163.84,15.0,East,Marketplace,Cancelled
ORD003272,CUST01159,P0111,16-Sep-2024,1,155.43,5.0, South ,Online,Pending
ORD019468,CUST00867,P0082,2022-08-22,1,15.78,20.0,South,Marketplace,Returned
ORD017113,CUST00903,P0178,24/03/2023,4,269.33,20.0,East,in-store,Completed
ORD003719,CUST01045,P0042,03-Jul-2024,2,22.2,5.0,east,Marketplace,Completed
ORD004370,CUST00752,P0047,2025-07-08,2,98.71,0.0,South,Online,Completed
ORD016242,CUST00103,P0081,24-Jan-2026,1,190.76,0.0,North,Mobile App,Shipped
ORD016939,CUST01084,P0063,10/06/2026,1,160.8,15.0,South,Online,Pending
ORD009838,CUST00679,P0003,2023-10-16,2,37.88,10.0,Central,online,Completed
ORD001754,CUST00469,P0189,07/09/2024,10,110.85,10.0, South ,MARKETPLACE,Completed
ORD010242,CUST01099,P0089,2023-02-11,5,79.84,0.0,North,Marketplace,Cancelled
ORD006487,CUST01001,P0056,16-Feb-2025,2,168.96,5.0,South,Online,Cancelled
ORD012291,CUST00524,P0101,2022-06-04,1,51.19,0.0,South,Mobile App,Shipped
ORD012415,CUST00287,P0008,27/12/2025,5,18.71,0.0,Central,Mobile App,Pending
ORD015009,CUST01190,P0193,24/12/2023,10,233.85,0.0,North,In-Store,Completed
ORD002469,CUST00044,P0169,2025-01-11,2,76.03,0.0,SOUTH,Marketplace,Completed
ORD018323,CUST00106,P0144,2023-03-13,1,121.76,5.0,West,MARKETPLACE,Cancelled
ORD005093,CUST01103,P0147,23/06/2024,1,181.37,0.0,West,Marketplace,Completed
ORD010214,CUST00741,P0178,16-Apr-2024,1,235.9,5.0,South,Marketplace,Shipped
ORD019662,CUST01171,P0080,2023-07-30,1,164.13,0.0,Central,Mobile App,Completed
ORD009568,CUST00474,P0166,03/11/2022,1,22.59,15.0,West,In-Store,Cancelled
ORD001742,CUST00060,P0147,24/09/2023,1,195.53,5.0,South,In-Store,Cancelled
ORD005760,CUST00849,P0163,2026-01-26,1,206.62,0.0, West ,Online,Pending
ORD004334,CUST00288,P0088,18-May-2024,3,286.82,5.0,WEST,Marketplace,Shipped
ORD001847,CUST00978,P0068,2025-11-25,5,97.68,0.0,West,Mobile App,Pending
ORD012307,CUST00748,P0107,2023-12-13,1,145.64,15.0,East,Marketplace,Shipped
ORD018974,CUST01029,P0055,2026-03-13,1,132.13,5.0,North,Mobile App,Completed
ORD016265,CUST00580,P0181,30-Sep-2023,3,156.11,0.0,East,Mobile App,Completed
ORD010765,CUST00613,P0002,16/11/2025,1,108.34,5.0,East,Mobile App,Completed
ORD001787,CUST00008,P0095,26/07/2023,1,246.97,15.0,central,MARKETPLACE,Completed
ORD017011,CUST00670,P0092,05-Aug-2022,1,150.81,0.0,West,Online,Shipped
ORD000719,CUST01118,P0066,04/06/2023,1,105.11,10.0,West,online,Returned
ORD019060,CUST00526,P0125,18/11/2023,2,211.7,10.0,south,In-Store,Shipped
ORD016335,CUST00958,P0069,2025-08-17,3,228.68,20.0, Central ,Mobile App,Completed
ORD009520,CUST00074,P0094,06-Oct-2023,2,60.52,0.0,WEST,Online,Pending
ORD007445,CUST00536,P0167,2025-04-01,1,201.18,0.0,South,in-store,Completed
ORD018663,CUST00428,P0006,18-Apr-2025,1,100.73,0.0,Central,Marketplace,Completed
ORD004167,CUST00065,P0190,2026-05-16,1,127.24,0.0,North,Mobile App,Completed
ORD012688,CUST00005,P0132,25-Sep-2025,2,50.42,0.0,East,Online,Cancelled
ORD010392,CUST01144,P0191,2023-12-30,1,24.57,5.0,SOUTH,marketplace,Pending
ORD003760,CUST00917,P0199,15-Mar-2025,1,60.44,10.0,SOUTH,Marketplace,Completed
ORD005797,CUST00320,P0044,2022-02-15,1,136.05,,South,,Cancelled
ORD005694,CUST00600,P0173,01-Apr-2023,2,167.61,10.0,north,In-Store,Returned
ORD013159,CUST01036,P0126,05-Dec-2025,1,78.42,0.0, South ,Mobile App,Completed
ORD016455,CUST00945,P0017,09-Feb-2023,2,25.99,15.0,North,Marketplace,Cancelled
ORD005598,CUST00696,P0164,04/01/2023,2,100.38,0.0,West,In-Store,Returned
ORD007504,CUST01127,P0111,2025-01-20,3,97.81,0.0,West,MOBILE APP,Shipped
